Nazwa_produktu,Nazwa,Typ,Rodzaj,Url_obrazka,Producent,Oznaczenie,Typ_dodatku_do_żywności,Opis,Choroba,Nazwa_zwyczajowa
Coca-Cola,Coca-Cola Zero,Napój,Napój gazowany,https://secure.ce-tescoassets.com/assets/PL/328/5449000133328/ShotType1_328x328.jpg,The Coca-Cola Company,E950,Środek słodzący,"Heterocykliczny związek chemiczny stosowany jako słodzik (około 150 razy słodszy od sacharozy). Wzmacnia też smak i zapach. Jest wydalany w postaci niezmienionej.
W temperaturze pokojowej związek ten występuje w postaci białych kryształów, rozpuszczalnych",Nudności,Acesulfam K
Coca-Cola,Coca-Cola Zero,Napój,Napój gazowany,https://secure.ce-tescoassets.com/assets/PL/328/5449000133328/ShotType1_328x328.jpg,The Coca-Cola Company,E951,Środek słodzący,"Organiczny związek chemiczny, ester metylowy dipeptydu Asp-Phe. Stosowany jako sztuczny środek słodzący (słodzik) w produktach spożywczych, zwłaszcza takich, jak napoje niskokaloryczne, guma do żucia, drażetki odświeżające oddech. Można go też znaleźć w w",Cukrzyca typu 2,Aspartam
Coca-Cola,Coca-Cola Zero,Napój,Napój gazowany,https://secure.ce-tescoassets.com/assets/PL/328/5449000133328/ShotType1_328x328.jpg,The Coca-Cola Company,E331,Regulator Kwasowości,"Organiczny związek chemiczny z grupy cytrynianów, sól sodowa kwasu cytrynowego. Stosowany jako smakowy i konserwujący dodatek do żywności (E331). „Cytrynian sodu” jest nazwą niejednoznaczną, zazwyczaj odnosi się do cytrynianu trisodowego, może jednak doty",Wymioty,Cytrynian sodu
Coca-Cola,Coca-Cola Zero,Napój,Napój gazowany,https://secure.ce-tescoassets.com/assets/PL/328/5449000133328/ShotType1_328x328.jpg,The Coca-Cola Company,E331,Przeciwutleniacz,"Organiczny związek chemiczny z grupy cytrynianów, sól sodowa kwasu cytrynowego. Stosowany jako smakowy i konserwujący dodatek do żywności (E331). „Cytrynian sodu” jest nazwą niejednoznaczną, zazwyczaj odnosi się do cytrynianu trisodowego, może jednak doty",Bóle brzucha,Cytrynian sodu
Coca-Cola,Coca-Cola Zero,Napój,Napój gazowany,https://secure.ce-tescoassets.com/assets/PL/328/5449000133328/ShotType1_328x328.jpg,The Coca-Cola Company,E331,Przeciwutleniacz,"Organiczny związek chemiczny z grupy cytrynianów, sól sodowa kwasu cytrynowego. Stosowany jako smakowy i konserwujący dodatek do żywności (E331). „Cytrynian sodu” jest nazwą niejednoznaczną, zazwyczaj odnosi się do cytrynianu trisodowego, może jednak doty",Nudności,Cytrynian sodu
Coca-Cola,Coca-Cola Zero,Napój,Napój gazowany,https://secure.ce-tescoassets.com/assets/PL/328/5449000133328/ShotType1_328x328.jpg,The Coca-Cola Company,E331,Przeciwutleniacz,"Organiczny związek chemiczny z grupy cytrynianów, sól sodowa kwasu cytrynowego. Stosowany jako smakowy i konserwujący dodatek do żywności (E331). „Cytrynian sodu” jest nazwą niejednoznaczną, zazwyczaj odnosi się do cytrynianu trisodowego, może jednak doty",Biegunka,Cytrynian sodu
Sprite,Sprite,Napój,Napój gazowany,https://secure.ce-tescoassets.com/assets/PL/864/5449000004864/ShotType1_328x328.jpg,The Coca-Cola Company,E290,Konserwant,"Nieorganiczny związek chemiczny z grupy tlenków, w którym węgiel występuje na IV stopniu utlenienia. W temperaturze pokojowej jest to bezbarwny, bezwonny i niepalny gaz o kwaskowatym smaku, rozpuszczalny w wodzie (1,7 l CO2/l H2O i cięższy od powietrza (o",,Dwutlenek Węgla
Sprite,Sprite,Napój,Napój gazowany,https://secure.ce-tescoassets.com/assets/PL/864/5449000004864/ShotType1_328x328.jpg,The Coca-Cola Company,E330,Regulator kwasowości,"Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działani",,Kwas cytrynowy
Sprite,Sprite,Napój,Napój gazowany,https://secure.ce-tescoassets.com/assets/PL/864/5449000004864/ShotType1_328x328.jpg,The Coca-Cola Company,E950,Środek słodzący,"Heterocykliczny związek chemiczny stosowany jako słodzik (około 150 razy słodszy od sacharozy). Wzmacnia też smak i zapach. Jest wydalany w postaci niezmienionej.
W temperaturze pokojowej związek ten występuje w postaci białych kryształów, rozpuszczalnych",Nudności,Acesulfam K
Sprite,Sprite,Napój,Napój gazowany,https://secure.ce-tescoassets.com/assets/PL/864/5449000004864/ShotType1_328x328.jpg,The Coca-Cola Company,E951,Środek słodzący,"Organiczny związek chemiczny, ester metylowy dipeptydu Asp-Phe. Stosowany jako sztuczny środek słodzący (słodzik) w produktach spożywczych, zwłaszcza takich, jak napoje niskokaloryczne, guma do żucia, drażetki odświeżające oddech. Można go też znaleźć w w",Skurcze,Aspartam
Sprite,Sprite,Napój,Napój gazowany,https://secure.ce-tescoassets.com/assets/PL/864/5449000004864/ShotType1_328x328.jpg,The Coca-Cola Company,E959,Środek słodzący,Substancja słodząca która jest 600-krotnie bardziej słodka od cukru. Naturalnie występuje w owocach cytrusowych.,Bóle głowy,Neohesperydyna DC
Sprite,Sprite,Napój,Napój gazowany,https://secure.ce-tescoassets.com/assets/PL/864/5449000004864/ShotType1_328x328.jpg,The Coca-Cola Company,E959,Środek słodzący,Substancja słodząca która jest 600-krotnie bardziej słodka od cukru. Naturalnie występuje w owocach cytrusowych.,Migrena,Neohesperydyna DC
Sprite,Sprite,Napój,Napój gazowany,https://secure.ce-tescoassets.com/assets/PL/864/5449000004864/ShotType1_328x328.jpg,The Coca-Cola Company,E331,Przeciwutleniacz,"Organiczny związek chemiczny z grupy cytrynianów, sól sodowa kwasu cytrynowego. Stosowany jako smakowy i konserwujący dodatek do żywności (E331). „Cytrynian sodu” jest nazwą niejednoznaczną, zazwyczaj odnosi się do cytrynianu trisodowego, może jednak doty",Biegunka,Cytrynian sodu
Tymbark,Tymbark napój jabłko - aloes,Napój,Napój owocowy,https://secure.ce-tescoassets.com/assets/PL/217/5900334013217/ShotType1_328x328.jpg,Tymbark – MWS Sp. z o.o. Sp.k,E330,Regulator kwasowości,"Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działani",,Kwas cytrynowy
Tymbark,Tymbark napój jabłko - mięta,Napój,Napój owocowy,https://secure.ce-tescoassets.com/assets/PL/257/5900334006257/ShotType1_328x328.jpg,Tymbark – MWS Sp. z o.o. Sp.k,E330,Regulator kwasowości,"Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działani",,Kwas cytrynowy
Tymbark,Tymbark napój wiśnia - jabłko,Napój,Napój owocowy,https://secure.ce-tescoassets.com/assets/PL/233/5900334006233/ShotType1_328x328.jpg,Tymbark – MWS Sp. z o.o. Sp.k,E330,Regulator kwasowości,"Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działani",,Kwas cytrynowy
Tymbark,Tymbark napój pomarańcza - brzoskwinia,Napój,Napój owocowy,https://secure.ce-tescoassets.com/assets/PL/240/5900334006240/ShotType1_328x328.jpg,Tymbark – MWS Sp. z o.o. Sp.k,E300,Regulator kwasowości,"Organiczny związek chemiczny z grupy nienasyconych alkoholi polihydroksylowych. Jest niezbędny do funkcjonowania organizmów żywych. Dla niektórych zwierząt, w tym ludzi, jest witaminą, czyli musi być dostarczany w pożywieniu. Jest także przeciwutleniaczem",,"Kwas askorbinowy, witamina C"
Tymbark,Tymbark napój pomarańcza - brzoskwinia,Napój,Napój owocowy,https://secure.ce-tescoassets.com/assets/PL/240/5900334006240/ShotType1_328x328.jpg,Tymbark – MWS Sp. z o.o. Sp.k,E160a,Barwnik,"Grupa organicznych związków chemicznych, rozbudowanych przestrzennie węglowodorów nienasyconych zawierających 40 atomów węgla. W cząsteczkach karotenów występują wieloatomowe układy sprzężonych wiązań podwójnych. Karoteny są pomarańczowożółtymi organiczny",,Karoteny
Nestea,Nestea peach,Napój,Napój niegazowany,https://secure.ce-tescoassets.com/assets/PL/528/5449000030528/ShotType1_328x328.jpg,Coca-Cola HBC Poland,E331,Przeciwutleniacz,"Organiczny związek chemiczny z grupy cytrynianów, sól sodowa kwasu cytrynowego. Stosowany jako smakowy i konserwujący dodatek do żywności (E331). „Cytrynian sodu” jest nazwą niejednoznaczną, zazwyczaj odnosi się do cytrynianu trisodowego, może jednak doty",Biegunka,Cytrynian sodu
Nestea,Nestea peach,Napój,Napój niegazowany,https://secure.ce-tescoassets.com/assets/PL/528/5449000030528/ShotType1_328x328.jpg,Coca-Cola HBC Poland,E330,Regulator kwasowości,"Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działani",,Kwas cytrynowy
Nestea,Nestea lemon,Napój,Napój niegazowany,http://www.coca-cola.ie/content/dam/journey/ie/en/hidden/drinks/Brands-lead-image/Journey_brands_Products_NESTEA_Lemon.jpg,Coca-Cola HBC Poland,E331,Przeciwutleniacz,"Organiczny związek chemiczny z grupy cytrynianów, sól sodowa kwasu cytrynowego. Stosowany jako smakowy i konserwujący dodatek do żywności (E331). „Cytrynian sodu” jest nazwą niejednoznaczną, zazwyczaj odnosi się do cytrynianu trisodowego, może jednak doty",Biegunka,Cytrynian sodu
Nestea,Nestea lemon,Napój,Napój niegazowany,http://www.coca-cola.ie/content/dam/journey/ie/en/hidden/drinks/Brands-lead-image/Journey_brands_Products_NESTEA_Lemon.jpg,Coca-Cola HBC Poland,E330,Regulator kwasowości,"Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działani",,Kwas cytrynowy
Nestea,Nestea lemon,Napój,Napój niegazowany,http://www.coca-cola.ie/content/dam/journey/ie/en/hidden/drinks/Brands-lead-image/Journey_brands_Products_NESTEA_Lemon.jpg,Coca-Cola HBC Poland,E300,Regulator kwasowości,"Organiczny związek chemiczny z grupy nienasyconych alkoholi polihydroksylowych. Jest niezbędny do funkcjonowania organizmów żywych. Dla niektórych zwierząt, w tym ludzi, jest witaminą, czyli musi być dostarczany w pożywieniu. Jest także przeciwutleniaczem",,"Kwas askorbinowy, witamina C"
Lipton,Lipton green ice tea,Napój,Napój niegazowany,https://secure.ce-tescoassets.com/assets/PL/313/5997264159313/ShotType1_328x328.jpg,"""Pepsi Cola General Bottlers Poland"" Sp. z o.o.",E330,Regulator kwasowości,"Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działani",,Kwas cytrynowy
Lipton,Lipton green ice tea,Napój,Napój niegazowany,https://secure.ce-tescoassets.com/assets/PL/313/5997264159313/ShotType1_328x328.jpg,"""Pepsi Cola General Bottlers Poland"" Sp. z o.o.",E331,Przeciwutleniacz,"Organiczny związek chemiczny z grupy cytrynianów, sól sodowa kwasu cytrynowego. Stosowany jako smakowy i konserwujący dodatek do żywności (E331). „Cytrynian sodu” jest nazwą niejednoznaczną, zazwyczaj odnosi się do cytrynianu trisodowego, może jednak doty",Biegunka,Cytrynian sodu
Lipton,Lipton green ice tea,Napój,Napój niegazowany,https://secure.ce-tescoassets.com/assets/PL/313/5997264159313/ShotType1_328x328.jpg,"""Pepsi Cola General Bottlers Poland"" Sp. z o.o.",E300,Regulator kwasowości,"Organiczny związek chemiczny z grupy nienasyconych alkoholi polihydroksylowych. Jest niezbędny do funkcjonowania organizmów żywych. Dla niektórych zwierząt, w tym ludzi, jest witaminą, czyli musi być dostarczany w pożywieniu. Jest także przeciwutleniaczem",,"Kwas askorbinowy, witamina C"
Lipton,Lipton lemon ice tea,Napój,Napój niegazowany,https://secure.ce-tescoassets.com/assets/PL/507/5900497600507/ShotType1_328x328.jpg,"""Pepsi Cola General Bottlers Poland"" Sp. z o.o.",E300,Regulator kwasowości,"Organiczny związek chemiczny z grupy nienasyconych alkoholi polihydroksylowych. Jest niezbędny do funkcjonowania organizmów żywych. Dla niektórych zwierząt, w tym ludzi, jest witaminą, czyli musi być dostarczany w pożywieniu. Jest także przeciwutleniaczem",,"Kwas askorbinowy, witamina C"
Lipton,Lipton lemon ice tea,Napój,Napój niegazowany,https://secure.ce-tescoassets.com/assets/PL/507/5900497600507/ShotType1_328x328.jpg,"""Pepsi Cola General Bottlers Poland"" Sp. z o.o.",E331,Przeciwutleniacz,"Organiczny związek chemiczny z grupy cytrynianów, sól sodowa kwasu cytrynowego. Stosowany jako smakowy i konserwujący dodatek do żywności (E331). „Cytrynian sodu” jest nazwą niejednoznaczną, zazwyczaj odnosi się do cytrynianu trisodowego, może jednak doty",Biegunka,Cytrynian sodu
Lipton,Lipton lemon ice tea,Napój,Napój niegazowany,https://secure.ce-tescoassets.com/assets/PL/507/5900497600507/ShotType1_328x328.jpg,"""Pepsi Cola General Bottlers Poland"" Sp. z o.o.",E330,Regulator kwasowości,"Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działani",,Kwas cytrynowy
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E332,Przeciwutleniacz,Sól potasowa kwasu cytrynowego o wzorze K3C6H5O7. Jest białym higroskopijnym proszkiem.,Bóle brzucha,Cytrynian potasu
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E332,Regulator kwasowości,Sól potasowa kwasu cytrynowego o wzorze K3C6H5O7. Jest białym higroskopijnym proszkiem.,Wymioty,Cytrynian potasu
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E332,Regulator kwasowości,Sól potasowa kwasu cytrynowego o wzorze K3C6H5O7. Jest białym higroskopijnym proszkiem.,Nudności,Cytrynian potasu
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E211,Konserwant,"Organiczny związek chemiczny, sól sodowa kwasu benzoesowego, stosowana jako konserwant żywności. Na skalę przemysłową uzyskuje się go syntetycznie. Ma właściwości bakteriostatyczne i fungistatyczne, hamuje rozwój drożdży, pleśni, bakterii masłowych, octow",Nowotwór,Benzoesan sodu
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E211,Konserwant,"Organiczny związek chemiczny, sól sodowa kwasu benzoesowego, stosowana jako konserwant żywności. Na skalę przemysłową uzyskuje się go syntetycznie. Ma właściwości bakteriostatyczne i fungistatyczne, hamuje rozwój drożdży, pleśni, bakterii masłowych, octow",Nadpobudliwość,Benzoesan sodu
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E211,Konserwant,"Organiczny związek chemiczny, sól sodowa kwasu benzoesowego, stosowana jako konserwant żywności. Na skalę przemysłową uzyskuje się go syntetycznie. Ma właściwości bakteriostatyczne i fungistatyczne, hamuje rozwój drożdży, pleśni, bakterii masłowych, octow",Omdlenia,Benzoesan sodu
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E211,Konserwant,"Organiczny związek chemiczny, sól sodowa kwasu benzoesowego, stosowana jako konserwant żywności. Na skalę przemysłową uzyskuje się go syntetycznie. Ma właściwości bakteriostatyczne i fungistatyczne, hamuje rozwój drożdży, pleśni, bakterii masłowych, octow",Bóle głowy,Benzoesan sodu
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E211,Konserwant,"Organiczny związek chemiczny, sól sodowa kwasu benzoesowego, stosowana jako konserwant żywności. Na skalę przemysłową uzyskuje się go syntetycznie. Ma właściwości bakteriostatyczne i fungistatyczne, hamuje rozwój drożdży, pleśni, bakterii masłowych, octow",Zaburzenia widzenia,Benzoesan sodu
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E211,Konserwant,"Organiczny związek chemiczny, sól sodowa kwasu benzoesowego, stosowana jako konserwant żywności. Na skalę przemysłową uzyskuje się go syntetycznie. Ma właściwości bakteriostatyczne i fungistatyczne, hamuje rozwój drożdży, pleśni, bakterii masłowych, octow",Obniżenie tętna,Benzoesan sodu
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E445,Stabilizator,"Syntetyczne stabilizatory i emulgatory. Wytwarzane z kwasów żywicowych i gliceryny spożywczej. Są dodawane do gum do żucia, napojów, wyrobów cukierniczych a także likierów oraz kremów. ",Alergia,Estry glicerolu i żywicy roślinnej
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E133,Barwnik,"Organiczny związek chemiczny, syntetyczny, niebieski barwnik. Błękit brylantowy FCF to barwnik żywności powszechnie stosowany w produkcji artykułów spożywczych. Zalicza się go do grupy dodatków do żywności o numerze E133. Jego zadaniem jest zmiana oraz wz",Alergia,Błękit brylantowy FCF
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E330,Regulator kwasowości,"Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działani",,Kwas cytrynowy
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E331,Przeciwutleniacz,"Organiczny związek chemiczny z grupy cytrynianów, sól sodowa kwasu cytrynowego. Stosowany jako smakowy i konserwujący dodatek do żywności (E331). „Cytrynian sodu” jest nazwą niejednoznaczną, zazwyczaj odnosi się do cytrynianu trisodowego, może jednak doty",Biegunka,Cytrynian sodu
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E202,Konserwant,"Organiczny związek chemiczny, sól potasowa kwasu sorbinowego. Jego zakres stosowania i właściwości są prawie takie same, jak dla kwasu sorbowego, jednakże forma potasowa (oraz inne jego sole) jest lepiej rozpuszczalna w wodzie. Dopuszczalne dzienne spożyc",Wymioty,Sorbinian potasu
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E951,Środek słodzący,"Organiczny związek chemiczny, ester metylowy dipeptydu Asp-Phe. Stosowany jako sztuczny środek słodzący (słodzik) w produktach spożywczych, zwłaszcza takich, jak napoje niskokaloryczne, guma do żucia, drażetki odświeżające oddech. Można go też znaleźć w w",Skurcze,Aspartam
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E950,Środek słodzący,"Heterocykliczny związek chemiczny stosowany jako słodzik (około 150 razy słodszy od sacharozy). Wzmacnia też smak i zapach. Jest wydalany w postaci niezmienionej.
W temperaturze pokojowej związek ten występuje w postaci białych kryształów, rozpuszczalnych",Nudności,Acesulfam K
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E414,Stabilizator,"Twardniejąca na powietrzu guma roślinna, będąca wydzieliną wyciekającą naturalnie w wyniku uszkodzeń lub otrzymywaną przez nacięcie pnia i gałęzi akacji senegalskiej i innych gatunków z rodzaju Acacia pochodzących z Afryki. Znana była już w starożytności.",Biegunka,Guma arabska
Oshee,Oshee wieloowocowy napój izotoniczny ,Napój,Napój izotoniczny,https://secure.ce-tescoassets.com/assets/PL/963/5908260251963/ShotType1_328x328.jpg,Oshee Polska Sp. z o.o.,E414,Stabilizator,"Twardniejąca na powietrzu guma roślinna, będąca wydzieliną wyciekającą naturalnie w wyniku uszkodzeń lub otrzymywaną przez nacięcie pnia i gałęzi akacji senegalskiej i innych gatunków z rodzaju Acacia pochodzących z Afryki. Znana była już w starożytności.",Alergia,Guma arabska
Costa,Costa napój wieloowocowy,Napój,Napój owocowy,https://stat-b2.bdsklep.pl/media/cache/gallery/product/4/75/748/484/7pdnz11l/images/10/10233/costa-multiwitamina-napoj-2-l__8.jpg,Hortex Sp. z o.o.,E330,Regulator kwasowości,"Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działani",,Kwas cytrynowy
Costa,Costa napój wieloowocowy,Napój,Napój owocowy,https://stat-b2.bdsklep.pl/media/cache/gallery/product/4/75/748/484/7pdnz11l/images/10/10233/costa-multiwitamina-napoj-2-l__8.jpg,Hortex Sp. z o.o.,E952,Środek słodzący,"Grupa organicznych związków chemicznych – soli i estrów kwasu cyklaminowego (kwasu cykloheksylosulfaminowego). Zazwyczaj jednak nazwa ta odnosi się jedynie do cyklaminianu sodu i cyklaminianu wapnia, które są stosowane jako sztuczne środki słodzące w żywn",Nowotwór,Cyklaminiany
Costa,Costa napój wieloowocowy,Napój,Napój owocowy,https://stat-b2.bdsklep.pl/media/cache/gallery/product/4/75/748/484/7pdnz11l/images/10/10233/costa-multiwitamina-napoj-2-l__8.jpg,Hortex Sp. z o.o.,E955,Środek słodzący,"Pochodna sacharozy, w której trzy grupy hydroksylowe zostały podstawione atomami chloru. Jest stosowana jako słodzik nie dostarczający do organizmu kalorii, gdyż nie jest przezeń metabolizowany. Na rynku spożywczym dystrybuowana pod nazwą handlową Splenda; produkt ten zawiera 1,1% sukralozy oraz maltodekstrynę i glukozę jako wypełniacze. Sukraloza jest ok. 600 razy słodsza od zwykłego cukru. Jest bardziej uniwersalna w użyciu od innego, powszechnie stosowanego słodzika – aspartamu, gdyż jest trwała w szerszym zakresie temperatury i pH. Dzięki temu można ją stosować również w wyrobach piekarniczych i kwaśnych napojach. Podobną trwałość termiczną i pH wykazują stewiozydy – słodkie związki zawarte w roślinie stewia. Sama sukraloza nie jest szkodliwa, ale rozkłada się na związki, które są szkodliwe dla organizmu ludzkiego: chloroglukozę i chlorofruktozę. Są one toksyczne, ale w większych ilościach niż te, które znaleźć można w produktach spożywczych. Około 20% sukralozy rozkłada się w organizmie, reszta zostaje wydalona w niezmienionej postaci.",Biegunka,Sukraloza
Costa,Costa napój wieloowocowy,Napój,Napój owocowy,https://stat-b2.bdsklep.pl/media/cache/gallery/product/4/75/748/484/7pdnz11l/images/10/10233/costa-multiwitamina-napoj-2-l__8.jpg,Hortex Sp. z o.o.,E955,Środek słodzący,"Pochodna sacharozy, w której trzy grupy hydroksylowe zostały podstawione atomami chloru. Jest stosowana jako słodzik nie dostarczający do organizmu kalorii, gdyż nie jest przezeń metabolizowany. Na rynku spożywczym dystrybuowana pod nazwą handlową Splenda; produkt ten zawiera 1,1% sukralozy oraz maltodekstrynę i glukozę jako wypełniacze. Sukraloza jest ok. 600 razy słodsza od zwykłego cukru. Jest bardziej uniwersalna w użyciu od innego, powszechnie stosowanego słodzika – aspartamu, gdyż jest trwała w szerszym zakresie temperatury i pH. Dzięki temu można ją stosować również w wyrobach piekarniczych i kwaśnych napojach. Podobną trwałość termiczną i pH wykazują stewiozydy – słodkie związki zawarte w roślinie stewia. Sama sukraloza nie jest szkodliwa, ale rozkłada się na związki, które są szkodliwe dla organizmu ludzkiego: chloroglukozę i chlorofruktozę. Są one toksyczne, ale w większych ilościach niż te, które znaleźć można w produktach spożywczych. Około 20% sukralozy rozkłada się w organizmie, reszta zostaje wydalona w niezmienionej postaci.",Powiększenie wątroby,Sukraloza
Costa,Costa napój wieloowocowy,Napój,Napój owocowy,https://stat-b2.bdsklep.pl/media/cache/gallery/product/4/75/748/484/7pdnz11l/images/10/10233/costa-multiwitamina-napoj-2-l__8.jpg,Hortex Sp. z o.o.,E955,Środek słodzący,"Pochodna sacharozy, w której trzy grupy hydroksylowe zostały podstawione atomami chloru. Jest stosowana jako słodzik nie dostarczający do organizmu kalorii, gdyż nie jest przezeń metabolizowany. Na rynku spożywczym dystrybuowana pod nazwą handlową Splenda; produkt ten zawiera 1,1% sukralozy oraz maltodekstrynę i glukozę jako wypełniacze. Sukraloza jest ok. 600 razy słodsza od zwykłego cukru. Jest bardziej uniwersalna w użyciu od innego, powszechnie stosowanego słodzika – aspartamu, gdyż jest trwała w szerszym zakresie temperatury i pH. Dzięki temu można ją stosować również w wyrobach piekarniczych i kwaśnych napojach. Podobną trwałość termiczną i pH wykazują stewiozydy – słodkie związki zawarte w roślinie stewia. Sama sukraloza nie jest szkodliwa, ale rozkłada się na związki, które są szkodliwe dla organizmu ludzkiego: chloroglukozę i chlorofruktozę. Są one toksyczne, ale w większych ilościach niż te, które znaleźć można w produktach spożywczych. Około 20% sukralozy rozkłada się w organizmie, reszta zostaje wydalona w niezmienionej postaci.",Powiększenie nerek,Sukraloza
