Nazwa_produktu;Nazwa;Typ;Rodzaj;Url_obrazka;Producent;Oznaczenie;Typ_dodatku_do_żywności;Opis;Choroba;Nazwa_zwyczajowa
Pepsi;Pepsi Max;Napój;Gazowany;nkjnkj;PepsiCo;E950;Środek słodzący;"Heterocykliczny związek chemiczny stosowany jako słodzik (około 150 razy słodszy od sacharozy). Wzmacnia też smak i zapach. Jest wydalany w postaci niezmienionej.
W temperaturze pokojowej związek ten występuje w postaci białych kryształów, rozpuszczalnych w wodzie. Odporny na temperaturę sterylizacji oraz pieczenia chleba. Szybko wywołuje krótkotrwałe odczucie słodkości. Działa synergistycznie z innymi syntetycznymi substancjami słodzącymi. Z poliolami daje słodycz zbliżoną do cukru. Nie stwarza zagrożeń, szybko ulega biodegradacji. Na temat szkodliwości jego spożycia istnieją kontrowersje. Po przeprowadzeniu testów na toksyczność i rakotwórczość acesulfam został zarejestrowany przez Komisję Europejską i amerykańską Agencją Żywności i Leków, a więc dopuszczony do obrotu na terenie Unii Europejskiej i Stanów Zjednoczonych (przy czym jego obecność w produkcie żywnościowym musi być wyraźnie zaznaczona na etykiecie). Niektórzy naukowcy twierdzą jednak, że testy bezpieczeństwa użycia tego związku nie zostały przeprowadzone prawidłowo i acesulfam wymaga dalszych badań. W 2014 roku potwierdzono, że może dojść do alergii na ten związek oraz inne zawierające siarkę na +VI stopniu utlenienia, w tym taurynę i disulfiram. Alergie te występują równolegle. W dużych ilościach może pogorszyć pamięć, hamować glikolizę, a to ostatnie prowadzi do wyczerpania zasobów ATP, zatem i niedoborów energetycznych. Aktywowany przez acesulfam K szlak metaboliczny prowadzi do wzrostu stężenia glukozy we krwi, jednak tylko w chwili, gdy było ono już w niej wysokie (w przeciwnym wypadku stężenie glukozy się nie zmienia).";Niewydolność wątroby;Acesulfam K
Pepsi;Pepsi Max;Napój;Gazowany;nkjnkj;PepsiCo;E950;Środek słodzący;"Heterocykliczny związek chemiczny stosowany jako słodzik (około 150 razy słodszy od sacharozy). Wzmacnia też smak i zapach. Jest wydalany w postaci niezmienionej.
W temperaturze pokojowej związek ten występuje w postaci białych kryształów, rozpuszczalnych w wodzie. Odporny na temperaturę sterylizacji oraz pieczenia chleba. Szybko wywołuje krótkotrwałe odczucie słodkości. Działa synergistycznie z innymi syntetycznymi substancjami słodzącymi. Z poliolami daje słodycz zbliżoną do cukru. Nie stwarza zagrożeń, szybko ulega biodegradacji. Na temat szkodliwości jego spożycia istnieją kontrowersje. Po przeprowadzeniu testów na toksyczność i rakotwórczość acesulfam został zarejestrowany przez Komisję Europejską i amerykańską Agencją Żywności i Leków, a więc dopuszczony do obrotu na terenie Unii Europejskiej i Stanów Zjednoczonych (przy czym jego obecność w produkcie żywnościowym musi być wyraźnie zaznaczona na etykiecie). Niektórzy naukowcy twierdzą jednak, że testy bezpieczeństwa użycia tego związku nie zostały przeprowadzone prawidłowo i acesulfam wymaga dalszych badań. W 2014 roku potwierdzono, że może dojść do alergii na ten związek oraz inne zawierające siarkę na +VI stopniu utlenienia, w tym taurynę i disulfiram. Alergie te występują równolegle. W dużych ilościach może pogorszyć pamięć, hamować glikolizę, a to ostatnie prowadzi do wyczerpania zasobów ATP, zatem i niedoborów energetycznych. Aktywowany przez acesulfam K szlak metaboliczny prowadzi do wzrostu stężenia glukozy we krwi, jednak tylko w chwili, gdy było ono już w niej wysokie (w przeciwnym wypadku stężenie glukozy się nie zmienia).";Problemy ze wzrokiem;Acesulfam K
Pepsi;Pepsi Max;Napój;Gazowany;nkjnkj;PepsiCo;E950;Środek słodzący;"Heterocykliczny związek chemiczny stosowany jako słodzik (około 150 razy słodszy od sacharozy). Wzmacnia też smak i zapach. Jest wydalany w postaci niezmienionej.
W temperaturze pokojowej związek ten występuje w postaci białych kryształów, rozpuszczalnych w wodzie. Odporny na temperaturę sterylizacji oraz pieczenia chleba. Szybko wywołuje krótkotrwałe odczucie słodkości. Działa synergistycznie z innymi syntetycznymi substancjami słodzącymi. Z poliolami daje słodycz zbliżoną do cukru. Nie stwarza zagrożeń, szybko ulega biodegradacji. Na temat szkodliwości jego spożycia istnieją kontrowersje. Po przeprowadzeniu testów na toksyczność i rakotwórczość acesulfam został zarejestrowany przez Komisję Europejską i amerykańską Agencją Żywności i Leków, a więc dopuszczony do obrotu na terenie Unii Europejskiej i Stanów Zjednoczonych (przy czym jego obecność w produkcie żywnościowym musi być wyraźnie zaznaczona na etykiecie). Niektórzy naukowcy twierdzą jednak, że testy bezpieczeństwa użycia tego związku nie zostały przeprowadzone prawidłowo i acesulfam wymaga dalszych badań. W 2014 roku potwierdzono, że może dojść do alergii na ten związek oraz inne zawierające siarkę na +VI stopniu utlenienia, w tym taurynę i disulfiram. Alergie te występują równolegle. W dużych ilościach może pogorszyć pamięć, hamować glikolizę, a to ostatnie prowadzi do wyczerpania zasobów ATP, zatem i niedoborów energetycznych. Aktywowany przez acesulfam K szlak metaboliczny prowadzi do wzrostu stężenia glukozy we krwi, jednak tylko w chwili, gdy było ono już w niej wysokie (w przeciwnym wypadku stężenie glukozy się nie zmienia).";Bóle głowy;Acesulfam K
Pepsi;Pepsi Max;Napój;Gazowany;nkjnkj;PepsiCo;E330;Przeciwutleniacz;Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działaniu rakotwórczym są całkowicie błędne. Kwas cytrynowy występuje w niewielkich ilościach w większości organizmów żywych, gdyż spełnia ważną rolę w ich metabolizmie węglowodanów. Jego forma zjonizowana (cytrynian) jest ważnym produktem przejściowym w cyklu Krebsa (zwanym stąd cyklem kwasu cytrynowego). W większych ilościach występuje w niektórych owocach, np. w cytrynach, w których stanowi nawet do 8% suchej masy (co odpowiada 0,65% masy świeżej cytryny).;;Kwas cytrynowy
Pepsi;Pepsi Max;Napój;Gazowany;nkjnkj;PepsiCo;E330;Regulator kwasowości;Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działaniu rakotwórczym są całkowicie błędne. Kwas cytrynowy występuje w niewielkich ilościach w większości organizmów żywych, gdyż spełnia ważną rolę w ich metabolizmie węglowodanów. Jego forma zjonizowana (cytrynian) jest ważnym produktem przejściowym w cyklu Krebsa (zwanym stąd cyklem kwasu cytrynowego). W większych ilościach występuje w niektórych owocach, np. w cytrynach, w których stanowi nawet do 8% suchej masy (co odpowiada 0,65% masy świeżej cytryny).;;Kwas cytrynowy
Fanta;Fanta pomarańczowa;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E290;Konserwant;"Nieorganiczny związek chemiczny z grupy tlenków, w którym węgiel występuje na IV stopniu utlenienia. W temperaturze pokojowej jest to bezbarwny, bezwonny i niepalny gaz o kwaskowatym smaku, rozpuszczalny w wodzie (1,7 l CO2/l H2O i cięższy od powietrza (ok. 1,5 raza). Pod normalnym ciśnieniem przechodzi ze stanu stałego do gazowego (sublimuje) z pominięciem fazy ciekłej w temperaturze −78,5 °C. Można go jednak skroplić pod zwiększonym ciśnieniem, np. pod ciśnieniem 34 atm) skrapla się w temperaturze 0 °C. W naturze występuje w stanie wolnym w atmosferze i związanym (np. Jako składnik CaCO3).
Dwutlenek węgla jest produktem spalania i oddychania. Jest wykorzystywany przez rośliny w procesie fotosyntezy. Tworzy się przy utlenianiu i fermentacji substancji organicznych. Występuje w kopalniach, cukrowniach, gorzelniach, wytwórniach win, silosach zbożowych, browarach i studzienkach kanalizacyjnych. W małych stężeniach nie jest trujący, w większych stężeniach dwutlenek węgla jest szkodliwy dla zdrowia, a nawet zabójczy, a jego działanie powoduje powstawanie hiperkapni, a co za tym idzie kwasicy oddechowej i w następstwie obrzęku mózgu.";;Dwutlenek Węgla
Fanta;Fanta pomarańczowa;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E330;Regulator kwasowości;Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działaniu rakotwórczym są całkowicie błędne. Kwas cytrynowy występuje w niewielkich ilościach w większości organizmów żywych, gdyż spełnia ważną rolę w ich metabolizmie węglowodanów. Jego forma zjonizowana (cytrynian) jest ważnym produktem przejściowym w cyklu Krebsa (zwanym stąd cyklem kwasu cytrynowego). W większych ilościach występuje w niektórych owocach, np. w cytrynach, w których stanowi nawet do 8% suchej masy (co odpowiada 0,65% masy świeżej cytryny).;;Kwas cytrynowy
Fanta;Fanta pomarańczowa;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E300;Regulator kwasowości;Organiczny związek chemiczny z grupy nienasyconych alkoholi polihydroksylowych. Jest niezbędny do funkcjonowania organizmów żywych. Dla niektórych zwierząt, w tym ludzi, jest witaminą, czyli musi być dostarczany w pożywieniu. Jest także przeciwutleniaczem stosowanym jako dodatek do żywności.;;Kwas askorbinowy, witamina C
Fanta;Fanta pomarańczowa;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E300;Przeciwutleniacz;Organiczny związek chemiczny z grupy nienasyconych alkoholi polihydroksylowych. Jest niezbędny do funkcjonowania organizmów żywych. Dla niektórych zwierząt, w tym ludzi, jest witaminą, czyli musi być dostarczany w pożywieniu. Jest także przeciwutleniaczem stosowanym jako dodatek do żywności.;;Kwas askorbinowy, witamina C
Fanta;Fanta pomarańczowa;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E412;Stabilizator;Organiczny związek chemiczny z grupy galaktomannanów, tj. polisacharydów, których łańcuch główny utworzony jest z jednostek mannozy z bocznymi odgałęzieniami monogalaktozowymi. W przypadku gumy guar stosunek mannoza:galaktoza = ~3, a rozkład jednostek podstawionych jest dość równomierny, brak jest „regionów gładkich”, tj. dłuższych niepodstawionych odcinków polimannozowych. Ma wyjątkowo wysoką masę cząsteczkową, dochodzącą do 1–2 mln daltonów. Wchodzi w skład preparatów wspomagających odchudzanie. Ma działanie przeczyszczające i hamujące apetyt.;;Guma guar
Fanta;Fanta pomarańczowa;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E160a;Barwnik;Grupa organicznych związków chemicznych, rozbudowanych przestrzennie węglowodorów nienasyconych zawierających 40 atomów węgla. W cząsteczkach karotenów występują wieloatomowe układy sprzężonych wiązań podwójnych. Karoteny są pomarańczowożółtymi organicznymi barwnikami roślinnymi, występującymi między innymi w wielu warzywach i owocach. Zawartość karotenów w warzywach mieści się w granicach 0,5–31 mg/100g.;;Karoteny
Fanta;Fanta Malinna;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E330;Regulator kwasowości;Organiczny związek chemiczny z grupy hydroksykwasów karboksylowych. Zawiera 3 grupy karboksylowe.Kwas cytrynowy jest uważany za związek bezpieczny, jednak może powodować uszkodzenia oczu w przypadku bezpośredniego kontaktu. Doniesienia o możliwym działaniu rakotwórczym są całkowicie błędne. Kwas cytrynowy występuje w niewielkich ilościach w większości organizmów żywych, gdyż spełnia ważną rolę w ich metabolizmie węglowodanów. Jego forma zjonizowana (cytrynian) jest ważnym produktem przejściowym w cyklu Krebsa (zwanym stąd cyklem kwasu cytrynowego). W większych ilościach występuje w niektórych owocach, np. w cytrynach, w których stanowi nawet do 8% suchej masy (co odpowiada 0,65% masy świeżej cytryny).;;Kwas cytrynowy
Fanta;Fanta Malinna;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E300;Regulator kwasowości;Organiczny związek chemiczny z grupy nienasyconych alkoholi polihydroksylowych. Jest niezbędny do funkcjonowania organizmów żywych. Dla niektórych zwierząt, w tym ludzi, jest witaminą, czyli musi być dostarczany w pożywieniu. Jest także przeciwutleniaczem stosowanym jako dodatek do żywności.;;Kwas askorbinowy, witamina C
Fanta;Fanta Malinna;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E163;Barwnik;Grupa organicznych związków chemicznych z klasy flawonoidów, będących glikozydami, w których barwnymi aglikonami są antocyjanidyny (zazwyczaj cyjanidyna, pelargonidyna lub delfinidyna). Są naturalnymi barwnikami pochodzenia roślinnego. W zależności od pH soku komórkowego mogą przyjmować barwę od czerwonej po fioletową. Badania nad antocyjanami rozpoczął w 1914 roku Richard Martin Willstätter. Uważa się, że pełnią w organizmie funkcje ochronne. Naturalnie związki te występują w soku komórkowym roślin (głównie w kwiatach i owocach) w postaci granulek o różnej wielkości. Dużą zawartością antocyjanów odznaczają się między innymi maliny, czarne porzeczki, czarny bez, jeżyny, aronia, czerwona kapusta, winogrona oraz bakłażany. Do celów spożywczych otrzymuje się je poprzez ekstrakcję liści czerwonej kapusty lub skórek winogron.;;Antocyjany
Fanta;Fanta Malinna;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E202;Konserwant;Organiczny związek chemiczny, sól potasowa kwasu sorbinowego. Jego zakres stosowania i właściwości są prawie takie same, jak dla kwasu sorbowego, jednakże forma potasowa (oraz inne jego sole) jest lepiej rozpuszczalna w wodzie. Dopuszczalne dzienne spożycie wynosi 25 mg/kg ciała. Sorbinian potasu jest używany jako środek konserwujący do żywności, zwłaszcza pieczywa, serów i serników (oraz innych ciast i wypieków), wina, napojów gazowanych oraz czekolady. Poza przemysłem spożywczym stosuje się go do kosmetyków i papierosów. Związek ten jest często używany razem z benzoesanem sodu. U niektórych osób związek ten może wywoływać reakcje alergiczne, podrażnienia skóry, astmę oraz problemy behawioralne.;Migrena;Sorbinian potasu
Fanta;Fanta Malinna;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E202;Konserwant;Organiczny związek chemiczny, sól potasowa kwasu sorbinowego. Jego zakres stosowania i właściwości są prawie takie same, jak dla kwasu sorbowego, jednakże forma potasowa (oraz inne jego sole) jest lepiej rozpuszczalna w wodzie. Dopuszczalne dzienne spożycie wynosi 25 mg/kg ciała. Sorbinian potasu jest używany jako środek konserwujący do żywności, zwłaszcza pieczywa, serów i serników (oraz innych ciast i wypieków), wina, napojów gazowanych oraz czekolady. Poza przemysłem spożywczym stosuje się go do kosmetyków i papierosów. Związek ten jest często używany razem z benzoesanem sodu. U niektórych osób związek ten może wywoływać reakcje alergiczne, podrażnienia skóry, astmę oraz problemy behawioralne.;Hiperkaliemia;Sorbinian potasu
Fanta;Fanta Malinna;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E202;Konserwant;Organiczny związek chemiczny, sól potasowa kwasu sorbinowego. Jego zakres stosowania i właściwości są prawie takie same, jak dla kwasu sorbowego, jednakże forma potasowa (oraz inne jego sole) jest lepiej rozpuszczalna w wodzie. Dopuszczalne dzienne spożycie wynosi 25 mg/kg ciała. Sorbinian potasu jest używany jako środek konserwujący do żywności, zwłaszcza pieczywa, serów i serników (oraz innych ciast i wypieków), wina, napojów gazowanych oraz czekolady. Poza przemysłem spożywczym stosuje się go do kosmetyków i papierosów. Związek ten jest często używany razem z benzoesanem sodu. U niektórych osób związek ten może wywoływać reakcje alergiczne, podrażnienia skóry, astmę oraz problemy behawioralne.;Nudności;Sorbinian potasu
Fanta;Fanta Malinna;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E202;Konserwant;Organiczny związek chemiczny, sól potasowa kwasu sorbinowego. Jego zakres stosowania i właściwości są prawie takie same, jak dla kwasu sorbowego, jednakże forma potasowa (oraz inne jego sole) jest lepiej rozpuszczalna w wodzie. Dopuszczalne dzienne spożycie wynosi 25 mg/kg ciała. Sorbinian potasu jest używany jako środek konserwujący do żywności, zwłaszcza pieczywa, serów i serników (oraz innych ciast i wypieków), wina, napojów gazowanych oraz czekolady. Poza przemysłem spożywczym stosuje się go do kosmetyków i papierosów. Związek ten jest często używany razem z benzoesanem sodu. U niektórych osób związek ten może wywoływać reakcje alergiczne, podrażnienia skóry, astmę oraz problemy behawioralne.;Wymioty;Sorbinian potasu
Fanta;Fanta Malinna;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E202;Konserwant;Organiczny związek chemiczny, sól potasowa kwasu sorbinowego. Jego zakres stosowania i właściwości są prawie takie same, jak dla kwasu sorbowego, jednakże forma potasowa (oraz inne jego sole) jest lepiej rozpuszczalna w wodzie. Dopuszczalne dzienne spożycie wynosi 25 mg/kg ciała. Sorbinian potasu jest używany jako środek konserwujący do żywności, zwłaszcza pieczywa, serów i serników (oraz innych ciast i wypieków), wina, napojów gazowanych oraz czekolady. Poza przemysłem spożywczym stosuje się go do kosmetyków i papierosów. Związek ten jest często używany razem z benzoesanem sodu. U niektórych osób związek ten może wywoływać reakcje alergiczne, podrażnienia skóry, astmę oraz problemy behawioralne.;Biegunka;Sorbinian potasu
Fanta;Fanta Malinna;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E202;Konserwant;Organiczny związek chemiczny, sól potasowa kwasu sorbinowego. Jego zakres stosowania i właściwości są prawie takie same, jak dla kwasu sorbowego, jednakże forma potasowa (oraz inne jego sole) jest lepiej rozpuszczalna w wodzie. Dopuszczalne dzienne spożycie wynosi 25 mg/kg ciała. Sorbinian potasu jest używany jako środek konserwujący do żywności, zwłaszcza pieczywa, serów i serników (oraz innych ciast i wypieków), wina, napojów gazowanych oraz czekolady. Poza przemysłem spożywczym stosuje się go do kosmetyków i papierosów. Związek ten jest często używany razem z benzoesanem sodu. U niektórych osób związek ten może wywoływać reakcje alergiczne, podrażnienia skóry, astmę oraz problemy behawioralne.;Bóle brzucha;Sorbinian potasu
Fanta;Fanta Malinna;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E202;Konserwant;Organiczny związek chemiczny, sól potasowa kwasu sorbinowego. Jego zakres stosowania i właściwości są prawie takie same, jak dla kwasu sorbowego, jednakże forma potasowa (oraz inne jego sole) jest lepiej rozpuszczalna w wodzie. Dopuszczalne dzienne spożycie wynosi 25 mg/kg ciała. Sorbinian potasu jest używany jako środek konserwujący do żywności, zwłaszcza pieczywa, serów i serników (oraz innych ciast i wypieków), wina, napojów gazowanych oraz czekolady. Poza przemysłem spożywczym stosuje się go do kosmetyków i papierosów. Związek ten jest często używany razem z benzoesanem sodu. U niektórych osób związek ten może wywoływać reakcje alergiczne, podrażnienia skóry, astmę oraz problemy behawioralne.;Niedobory żywieniowe;Sorbinian potasu
Coca-Cola;Coca-Cola;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E290;Konserwant;"Nieorganiczny związek chemiczny z grupy tlenków, w którym węgiel występuje na IV stopniu utlenienia. W temperaturze pokojowej jest to bezbarwny, bezwonny i niepalny gaz o kwaskowatym smaku, rozpuszczalny w wodzie (1,7 l CO2/l H2O i cięższy od powietrza (ok. 1,5 raza). Pod normalnym ciśnieniem przechodzi ze stanu stałego do gazowego (sublimuje) z pominięciem fazy ciekłej w temperaturze −78,5 °C. Można go jednak skroplić pod zwiększonym ciśnieniem, np. pod ciśnieniem 34 atm) skrapla się w temperaturze 0 °C. W naturze występuje w stanie wolnym w atmosferze i związanym (np. Jako składnik CaCO3).
Dwutlenek węgla jest produktem spalania i oddychania. Jest wykorzystywany przez rośliny w procesie fotosyntezy. Tworzy się przy utlenianiu i fermentacji substancji organicznych. Występuje w kopalniach, cukrowniach, gorzelniach, wytwórniach win, silosach zbożowych, browarach i studzienkach kanalizacyjnych. W małych stężeniach nie jest trujący, w większych stężeniach dwutlenek węgla jest szkodliwy dla zdrowia, a nawet zabójczy, a jego działanie powoduje powstawanie hiperkapni, a co za tym idzie kwasicy oddechowej i w następstwie obrzęku mózgu.";;Dwutlenek Węgla
Coca-Cola;Coca-Cola;Napój;Gazowany;nkjnkj;The Coca-Cola Company;"

E150d";Barwnik;"Syntetyczny, brązowy barwnik spożywczy używany do barwienia m.in.: piwa typu porter, napojów typu cola, czekolady, dżemów, wyrobów cukierniczych oraz brązowego sosu do mięs. Może powodować problemy jelitowe.
Jego dopuszczalne dzienne spożycie wynosi 200 mg/kg masy ciała. W większych dawkach może wywoływać nadpobudliwość i rozwolnienie. Jest toksyczny dla krwi szczurów. U królików hamuje metabolizm witaminy B6. Jest także uznawany za przyczynę powstawania nadciśnienia oraz nowotworów a także obniżenia liczby białych krwinek w krwioobiegu.";Problemy jelitowe; Karmel amoniakalno-siarczynowy
Coca-Cola;Coca-Cola;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E338;Regulator kwasowości;Nieorganiczny związek chemiczny z grupy kwasów tlenowych, składnik kwasów nukleinowych. Kwas fosforowy wiążę się z wapniem a więc jego nadmiar może uszkadzać zęby oraz być przyczyną utraty wapnia w kościach. Trwają badania na temat stopnia szkodliwości tego związku.;Kamienie nerkowe;Kwas fosforowy
Coca-Cola;Coca-Cola Zero;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E290;Konserwant;"Nieorganiczny związek chemiczny z grupy tlenków, w którym węgiel występuje na IV stopniu utlenienia. W temperaturze pokojowej jest to bezbarwny, bezwonny i niepalny gaz o kwaskowatym smaku, rozpuszczalny w wodzie (1,7 l CO2/l H2O i cięższy od powietrza (ok. 1,5 raza). Pod normalnym ciśnieniem przechodzi ze stanu stałego do gazowego (sublimuje) z pominięciem fazy ciekłej w temperaturze −78,5 °C. Można go jednak skroplić pod zwiększonym ciśnieniem, np. pod ciśnieniem 34 atm) skrapla się w temperaturze 0 °C. W naturze występuje w stanie wolnym w atmosferze i związanym (np. Jako składnik CaCO3).
Dwutlenek węgla jest produktem spalania i oddychania. Jest wykorzystywany przez rośliny w procesie fotosyntezy. Tworzy się przy utlenianiu i fermentacji substancji organicznych. Występuje w kopalniach, cukrowniach, gorzelniach, wytwórniach win, silosach zbożowych, browarach i studzienkach kanalizacyjnych. W małych stężeniach nie jest trujący, w większych stężeniach dwutlenek węgla jest szkodliwy dla zdrowia, a nawet zabójczy, a jego działanie powoduje powstawanie hiperkapni, a co za tym idzie kwasicy oddechowej i w następstwie obrzęku mózgu.";;Dwutlenek Węgla
Coca-Cola;Coca-Cola Zero;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E150d;Barwnik;"Syntetyczny, brązowy barwnik spożywczy używany do barwienia m.in.: piwa typu porter, napojów typu cola, czekolady, dżemów, wyrobów cukierniczych oraz brązowego sosu do mięs. Może powodować problemy jelitowe.
Jego dopuszczalne dzienne spożycie wynosi 200 mg/kg masy ciała. W większych dawkach może wywoływać nadpobudliwość i rozwolnienie. Jest toksyczny dla krwi szczurów. U królików hamuje metabolizm witaminy B6. Jest także uznawany za przyczynę powstawania nadciśnienia oraz nowotworów a także obniżenia liczby białych krwinek w krwioobiegu.";Problemy jelitowe; Karmel amoniakalno-siarczynowy
Coca-Cola;Coca-Cola Zero;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E338;Regulator kwasowości;Nieorganiczny związek chemiczny z grupy kwasów tlenowych, składnik kwasów nukleinowych. Kwas fosforowy wiążę się z wapniem a więc jego nadmiar może uszkadzać zęby oraz być przyczyną utraty wapnia w kościach. Trwają badania na temat stopnia szkodliwości tego związku.;Kamienie nerkowe;Kwas fosforowy
Coca-Cola;Coca-Cola Zero;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E952;Środek słodzący;Grupa organicznych związków chemicznych – soli i estrów kwasu cyklaminowego (kwasu cykloheksylosulfaminowego). Zazwyczaj jednak nazwa ta odnosi się jedynie do cyklaminianu sodu i cyklaminianu wapnia, które są stosowane jako sztuczne środki słodzące w żywności.;Migrena;Cyklaminiany
Coca-Cola;Coca-Cola Zero;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E952;Środek słodzący;Grupa organicznych związków chemicznych – soli i estrów kwasu cyklaminowego (kwasu cykloheksylosulfaminowego). Zazwyczaj jednak nazwa ta odnosi się jedynie do cyklaminianu sodu i cyklaminianu wapnia, które są stosowane jako sztuczne środki słodzące w żywności.;Nowotwór;Cyklaminiany
Coca-Cola;Coca-Cola Zero;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E952;Środek słodzący;Grupa organicznych związków chemicznych – soli i estrów kwasu cyklaminowego (kwasu cykloheksylosulfaminowego). Zazwyczaj jednak nazwa ta odnosi się jedynie do cyklaminianu sodu i cyklaminianu wapnia, które są stosowane jako sztuczne środki słodzące w żywności.;Zanik jąder;Cyklaminiany
Coca-Cola;Coca-Cola Zero;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E950;Środek słodzący;"Heterocykliczny związek chemiczny stosowany jako słodzik (około 150 razy słodszy od sacharozy). Wzmacnia też smak i zapach. Jest wydalany w postaci niezmienionej.
W temperaturze pokojowej związek ten występuje w postaci białych kryształów, rozpuszczalnych w wodzie. Odporny na temperaturę sterylizacji oraz pieczenia chleba. Szybko wywołuje krótkotrwałe odczucie słodkości. Działa synergistycznie z innymi syntetycznymi substancjami słodzącymi. Z poliolami daje słodycz zbliżoną do cukru. Nie stwarza zagrożeń, szybko ulega biodegradacji. Na temat szkodliwości jego spożycia istnieją kontrowersje. Po przeprowadzeniu testów na toksyczność i rakotwórczość acesulfam został zarejestrowany przez Komisję Europejską i amerykańską Agencją Żywności i Leków, a więc dopuszczony do obrotu na terenie Unii Europejskiej i Stanów Zjednoczonych (przy czym jego obecność w produkcie żywnościowym musi być wyraźnie zaznaczona na etykiecie). Niektórzy naukowcy twierdzą jednak, że testy bezpieczeństwa użycia tego związku nie zostały przeprowadzone prawidłowo i acesulfam wymaga dalszych badań. W 2014 roku potwierdzono, że może dojść do alergii na ten związek oraz inne zawierające siarkę na +VI stopniu utlenienia, w tym taurynę i disulfiram. Alergie te występują równolegle. W dużych ilościach może pogorszyć pamięć, hamować glikolizę, a to ostatnie prowadzi do wyczerpania zasobów ATP, zatem i niedoborów energetycznych. Aktywowany przez acesulfam K szlak metaboliczny prowadzi do wzrostu stężenia glukozy we krwi, jednak tylko w chwili, gdy było ono już w niej wysokie (w przeciwnym wypadku stężenie glukozy się nie zmienia).";Nudności;Acesulfam K
Coca-Cola;Coca-Cola Zero;Napój;Gazowany;nkjnkj;The Coca-Cola Company;E951;Środek słodzący;Organiczny związek chemiczny, ester metylowy dipeptydu Asp-Phe. Stosowany jako sztuczny środek słodzący (słodzik) w produktach spożywczych, zwłaszcza takich, jak napoje niskokaloryczne, guma do żucia, drażetki odświeżające oddech. Można go też znaleźć w wielu wędlinach i rybach (zarówno w folii, jak i konserwach). Ostatnio coraz częściej pojawia się w produktach farmaceutycznych, np. w większości tabletek musujących. Jest też dostępny w formie tabletek, które można stosować zamiast cukru, pod kilkudziesięcioma nazwami handlowymi (m.in.: NutraSweet, Equal, Sugar Free, Canderel). W 2009 roku producent Ajinomoto zdecydował o zmianie nazwy swojego produktu na AminoSweet, aby zmienić negatywną reputację kojarzoną z dotychczasową nazwą. Jest też stosowany przez diabetyków (chorych na cukrzycę), podobnie jak wiele innych słodzików, nie wpływających na wytwarzanie insuliny po spożyciu.;Cukrzyca typu 2;Aspartam
